rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
170.62,0.96,b,4.04,3.29,11.85,12.88,14.1,in,in,quick,tip,0.86,no,jump,,,b
169.55,0.98,a,14.57,14.11,9.98,10.59,14.11,out,out,oppo,blocked,1.49,yes,,blocked,blocked,b
170.32,0.68,a,3.23,1.12,13.05,12.03,8.95,in,in,quick,hit,1.44,no,jump,kill,kill,a
172.19,0.6,b,,,,,26.14,,,,,,,jump,serve_error,serve_error,b
172.85,1.53,a,9.22,9.64,12.93,14.81,16.9,in,in,oppo,hit,1.87,no,jump,hit_error,hit_error,b
173.86,0.94,a,2.76,2.82,12.34,13.14,5.74,in,in,quick,off_speed,1.27,no,jump,,,a
174.13,2.21,b,9.0,8.31,16.48,11.05,11.9,out,out,oppo,blocked,1.38,yes,,,,a
174.69,2.81,b,12.26,12.44,12.65,10.77,13.61,in,in,oppo,hit,1.68,no,,hit_error,hit_error,a
175.64,0.41,b,2.16,2.48,13.68,15.68,1.88,in,in,outside,off_speed,1.61,no,jump,,,a
174.99,2.67,a,2.69,2.78,13.47,11.35,3.22,in,in,outside,off_speed,1.96,no,,,,a
174.97,2.83,b,3.13,2.71,7.55,14.39,21.05,out,out,outside,hit,3.28,no,,,,a
175.89,3.97,a,2.52,3.17,13.16,15.24,3.58,in,in,outside,hit,1.28,no,,kill,kill,a
0.79,1.86,a,8.54,8.01,13.14,12.77,14.19,in,in,quick,hit,0.52,yes,float,kill,kill,a
1.59,1.01,b,1.05,2.25,13.12,12.77,13.09,in,in,quick,hit,1.05,no,jump,hit_error,hit_error,a
2.37,2.06,b,11.69,6.79,7.36,14.82,24.15,out,out,outside,hit,3.03,no,tape,hit_error,hit_error,a
4.87,1.4,b,5.25,7.77,13.08,10.77,7.03,in,in,oppo,blocked,1.9,yes,jump,,,b
4.07,1.59,b,8.06,6.87,9.23,14.49,7.66,out,out,outside,roll_shot,1.91,no,,,,b
2.52,2.73,a,7.52,9.62,11.29,14.31,8.08,out,out,outside,blocked,3.23,yes,,,,b
4.88,3.46,a,9.09,9.13,12.03,11.2,23.95,in,in,oppo,hit,2.03,no,,hit_error,hit_error,b
4.59,0.4,a,5.58,4.58,,,11.53,out,,,blocked,0.06,yes,jump,blocked,blocked,b
5.88,1.23,a,,,,,,,,,,,,jump,serve_error,serve_error,a
5.82,0.19,b,7.57,6.11,12.79,9.07,2.34,in,in,bic,hit,1.5,no,float,,,b
7.37,1.96,a,3.34,2.32,6.55,15.47,2.56,out,out,outside,hit,2.15,yes,,,,b
7.18,2.34,b,2.5,2.94,11.57,14.53,8.45,in,in,outside,hit,2.22,no,,kill,kill,b
8.55,1.44,a,2.57,1.96,13.31,14.27,16.0,in,in,outside,hit,1.72,yes,jump,tool,tool,a
8.48,0.83,b,2.42,2.89,13.52,15.05,2.03,in,in,outside,hit,2.03,yes,jump,,,a
8.87,2.87,a,3.1,3.93,12.55,15.21,8.45,in,in,outside,hit,1.33,yes,,kill,kill,a
9.46,1.12,b,7.39,7.31,11.06,6.22,6.95,in,in,d-ball,hit,2.26,no,jump,kill,kill,b
12.03,-0.03,a,3.71,4.04,,,,,,,,,,jump,ace,ace,b
11.84,1.12,a,6.35,7.34,12.76,14.41,20.56,in,in,outside,hit,1.87,no,jump,hit_error,hit_error,b
11.4,0.05,a,,,,,,,,,,,,jump,serve_error,serve_error,a
14.97,1.16,b,2.56,1.29,8.65,13.61,7.12,out,out,outside,hit,1.83,yes,float,,,a
13.17,2.22,a,6.52,7.54,4.48,11.41,6.38,out,out,oppo,free_ball,0.38,no,,,,a
14.12,2.85,b,7.5,8.02,11.84,13.5,9.15,in,in,quick,off_speed,1.61,no,,,,a
13.75,3.87,a,8.85,11.31,7.82,6.44,3.02,out,out,d-ball,hit,1.06,no,,,,a
13.59,4.94,b,3.7,3.61,11.2,15.49,24.85,in,in,outside,hit,3.6,no,,hit_error,hit_error,a
15.73,0.93,b,,,,,,,,,,,,jump,serve_error,serve_error,b
15.51,1.31,a,,,,,,,,,,,,jump,serve_error,serve_error,a
18.06,0.2,b,7.53,8.77,12.22,14.82,6.02,in,in,outside,hit,1.99,no,jump,kill,kill,b
17.84,0.95,a,,,,,,,,,,,,jump,serve_error,serve_error,a
18.94,0.56,b,6.32,6.71,10.87,10.41,8.39,in,in,oppo,hit,2.35,yes,jump,,,a
19.44,2.19,a,10.62,10.18,12.19,14.51,1.87,in,in,quick,hit,0.34,yes,,,,a
18.93,3.87,b,1.91,2.2,12.59,10.34,12.42,in,in,bic,tip,0.11,no,,,,a
19.34,3.82,a,12.69,11.58,13.64,15.31,26.62,out,out,outside,blocked,3.31,yes,,tool,tool,a
19.45,0.74,b,1.51,1.42,13.43,13.84,9.25,in,in,quick,hit,0.88,yes,jump,,,a
19.38,1.79,a,8.75,8.99,11.75,14.62,7.84,out,out,outside,hit,1.66,yes,,,,a
19.82,1.64,b,10.28,8.76,13.18,14.76,26.36,out,out,outside,hit,2.63,no,,hit_error,hit_error,a
20.83,0.23,b,7.3,7.56,12.98,14.8,14.7,out,out,outside,blocked,1.68,yes,jump,,,b
20.99,1.24,b,14.57,9.0,7.22,14.65,3.6,out,out,outside,hit,1.74,yes,,,,b
21.39,3.71,a,4.39,2.09,8.47,15.69,2.91,out,out,outside,hit,2.1,no,,,,b
20.88,3.91,b,2.91,4.42,14.66,6.47,13.24,out,out,d-ball,hit,2.78,yes,,kill,kill,b
21.52,0.34,a,8.55,8.43,12.24,13.89,2.36,in,in,quick,hit,2.68,no,float,kill,kill,a
22.85,1.38,b,1.09,2.47,13.37,10.61,12.63,in,in,oppo,blocked,0.21,yes,jump,blocked,blocked,a
23.18,0.51,b,2.56,2.7,,,8.64,out,,,blocked,0.62,yes,jump,blocked,blocked,a
24.94,1.34,b,2.37,6.85,16.56,,,,,,,,,jump,ace,ace,a
26.1,0.95,b,1.47,1.71,13.49,12.23,22.87,in,in,quick,hit,1.21,yes,jump,tool,tool,b
27.1,1.99,a,2.57,2.03,12.43,15.66,7.1,in,in,outside,roll_shot,2.21,no,jump,kill,kill,a
28.02,1.45,b,8.54,7.49,13.52,13.51,6.63,in,in,quick,tip,1.72,no,float,,,a
28.99,2.48,a,7.17,4.97,6.64,15.45,1.31,out,out,outside,hit,2.02,no,,,,a
28.39,2.37,b,3.36,3.07,17.93,13.53,8.61,out,out,outside,off_speed,2.43,no,,,,a
27.43,3.98,a,7.81,8.21,13.62,14.68,26.35,in,in,outside,blocked,1.71,yes,,tool,tool,a
28.23,0.55,b,5.7,5.28,12.6,9.39,19.24,in,in,bic,hit,2.83,no,float,hit_error,hit_error,a
30.48,0.82,b,6.32,5.68,7.91,6.36,3.26,out,out,d-ball,hit,2.08,no,float,,,b
30.9,1.47,a,2.87,2.77,15.43,2.43,7.09,out,out,,free_ball,-0.95,no,,,,b
29.99,2.54,b,6.52,7.13,11.6,5.19,10.07,in,in,d-ball,hit,0.36,no,,kill,kill,b
31.15,0.79,a,3.22,3.03,12.99,13.39,6.47,in,in,quick,hit,1.45,no,jump,kill,kill,a
32.12,0.73,b,3.39,3.45,13.68,13.59,5.57,in,in,outside,hit,1.83,no,jump,,,b
31.5,2.33,a,5.75,7.44,10.74,5.39,14.92,out,out,d-ball,tip,0.84,yes,,,,b
31.44,3.12,b,15.08,15.03,12.02,13.26,12.65,in,in,outside,tip,1.49,no,,net,net,b
33.56,1.49,a,4.77,4.37,13.89,13.23,3.59,in,in,quick,hit,1.95,no,jump,kill,kill,a
33.58,1.92,b,,,,,,,,,,,,jump,serve_error,serve_error,b
35.02,0.35,a,7.16,8.49,12.49,14.26,6.25,in,in,outside,hit,1.44,yes,jump,kill,kill,a
35.87,0.98,b,,,,,,,,,,,,jump,serve_error,serve_error,b
36.66,1.51,a,7.4,7.51,11.78,14.54,7.47,in,in,outside,hit,0.21,no,jump,kill,kill,a
37.28,1.8,b,,,,,,,,,,,,jump,serve_error,serve_error,b
39.15,0.81,a,8.63,8.58,11.77,14.41,9.98,in,in,quick,hit,2.03,no,float,kill,kill,a
39.47,1.16,b,0.61,1.31,13.28,15.6,3.61,in,in,outside,hit,1.82,yes,jump,,,b
40.37,1.76,a,1.41,2.96,8.63,14.88,24.57,out,out,outside,hit,0.99,no,,hit_error,hit_error,b
41.74,0.54,a,,,,,,,,,,,,jump,serve_error,serve_error,a
42.21,1.42,b,,,,,,,,,,,,jump,serve_error,serve_error,b
42.9,1.39,a,3.03,3.56,14.84,15.51,19.02,in,in,outside,hit,1.45,yes,jump,tool,tool,a
43.99,0.07,b,7.45,7.05,13.48,13.08,3.62,in,in,quick,hit,0.71,no,float,kill,kill,b
44.46,2.02,a,4.62,2.63,12.36,13.54,2.26,in,in,quick,hit,0.34,no,jump,kill,kill,a
45.06,0.14,b,2.35,3.0,16.61,5.72,2.44,out,out,d-ball,hit,2.23,no,jump,,,b
46.65,1.56,a,3.06,3.59,6.97,5.74,9.44,out,out,d-ball,hit,2.31,no,,,,b
45.31,2.13,b,10.74,9.88,12.04,14.63,7.93,in,in,outside,hit,1.26,yes,,,,b
46.0,4.34,a,7.75,6.15,4.73,8.51,8.64,out,out,outside,off_speed,0.27,no,,,,b
46.73,5.04,b,7.92,9.25,8.24,14.71,8.47,out,out,outside,roll_shot,3.65,no,,,,b
45.56,5.67,a,8.34,10.11,12.08,7.76,22.47,in,in,bic,hit,0.73,no,,hit_error,hit_error,b
46.9,0.49,a,,,,,,,,,,,,jump,serve_error,serve_error,a
46.79,1.37,b,7.03,7.48,13.71,14.96,25.15,in,in,outside,hit,2.57,yes,jump,,,b
48.31,1.79,a,23.51,9.45,13.5,,,out,dump,dump,hit,0.91,no,,hit_error,hit_error,b
48.53,0.99,a,7.12,7.26,23.41,3.08,7.61,out,out,bic,off_speed,0.47,no,float,,,b
49.15,2.55,b,7.67,7.37,11.94,15.62,11.7,in,in,outside,tip,1.79,no,,kill,kill,b
49.21,0.63,a,7.98,7.47,12.66,15.68,1.53,in,in,outside,hit,2.45,no,float,kill,kill,a
50.55,2.48,b,8.36,7.05,12.88,8.75,7.59,in,in,bic,hit,1.35,no,float,kill,kill,b
52.24,2.07,a,,,,,,,,,,,,jump,serve_error,serve_error,a
52.13,0.83,b,8.91,9.13,13.18,11.07,3.68,in,in,oppo,hit,1.28,no,jump,kill,kill,b
54.03,1.73,a,6.49,6.09,12.43,15.07,8.79,out,out,outside,hit,1.3,yes,jump,,,a
54.64,3.34,b,9.55,10.39,9.6,26.24,14.67,out,out,outside,roll_shot,3.23,no,,,,a
54.52,2.94,a,14.86,9.26,7.25,6.19,22.89,out,out,d-ball,hit,1.42,yes,,tool,tool,a
54.97,-0.45,b,,,,,,,,,,,,jump,serve_error,serve_error,b
55.39,1.1,a,3.65,5.42,21.65,10.11,6.34,out,out,outside,off_speed,0.33,no,jump,,,b
55.15,2.22,b,6.44,7.15,13.3,14.78,6.59,in,in,outside,hit,1.87,no,,,,b
56.14,2.71,a,5.81,6.39,12.18,,12.16,in,dump,dump,blocked,0.66,yes,,blocked,blocked,b
57.94,1.15,a,,,,,,,,,,,,jump,serve_error,serve_error,a
57.5,1.84,b,7.41,5.4,9.11,10.2,12.14,out,out,outside,hit,1.72,yes,float,kill,kill,b
60.17,0.98,a,3.46,2.57,16.23,5.13,12.09,out,out,d-ball,blocked,2.35,yes,jump,,,b
59.08,0.51,b,7.44,7.78,12.82,14.13,2.92,in,in,outside,hit,0.31,no,jump,kill,kill,b
60.25,0.41,a,,,,,,,,,,,,jump,ace,ace,b
61.47,1.21,a,,,,,,,,,,,,jump,serve_error,serve_error,a
63.43,0.27,b,,,,,,,,,,,,jump,serve_error,serve_error,b
63.94,0.88,a,7.06,7.83,,,,,,,,,,float,ace,ace,b
64.92,1.99,a,,,,,,,,,,,,float,serve_error,serve_error,a
65.05,0.54,b,7.66,7.34,13.98,9.36,8.32,out,out,bic,free_ball,-0.65,no,float,,,b
64.56,2.39,a,7.15,6.48,13.82,13.31,10.28,in,in,quick,hit,0.49,yes,,,,b
65.45,2.91,b,9.26,9.5,7.01,14.63,15.14,out,out,outside,hit,1.36,no,,kill,kill,b
67.21,0.76,a,,,,,,,,,,,,jump,serve_error,serve_error,a
68.28,-0.11,b,3.82,3.13,13.15,10.51,10.55,in,in,oppo,blocked,1.84,yes,jump,blocked,blocked,a
69.39,1.68,b,,,,,,,,,,,,jump,serve_error,serve_error,b
69.15,1.46,a,9.47,3.5,7.42,6.32,15.33,out,out,d-ball,blocked,2.51,yes,float,,,a
69.15,1.18,a,15.94,13.69,12.63,7.91,1.75,in,in,bic,hit,1.12,no,,kill,kill,a
70.78,0.84,b,3.13,2.54,14.25,15.16,13.76,out,out,outside,blocked,3.93,yes,jump,blocked,blocked,a
70.86,1.03,b,4.92,3.55,14.44,10.65,12.13,in,out,oppo,blocked,2.34,yes,jump,blocked,blocked,a
74.24,1.56,b,9.58,9.27,12.77,14.82,6.06,in,in,outside,hit,0.83,no,jump,kill,kill,b
74.31,0.6,a,,,,,,,,,,,,jump,serve_error,serve_error,a
74.94,1.05,b,6.95,7.36,13.55,12.86,8.96,in,in,quick,hit,1.7,yes,tape,,,b
74.73,2.22,a,7.74,9.67,6.46,5.74,1.5,out,out,d-ball,hit,1.79,yes,,,,b
75.82,3.21,b,1.77,4.03,13.94,14.05,4.06,in,in,outside,hit,2.01,no,,kill,kill,b
75.58,1.96,a,,,,,,,,,,,,jump,serve_error,serve_error,a
76.54,-0.11,b,,,,,,,,,,,,jump,serve_error,serve_error,b
78.49,1.06,a,3.21,1.96,13.7,12.02,24.16,in,in,quick,hit,1.7,no,jump,hit_error,hit_error,b
78.96,1.13,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80.38,0.43,b,8.05,8.95,11.77,8.83,12.03,in,out,bic,free_ball,-0.04,no,jump,,,a
80.01,0.99,a,11.57,10.94,8.29,12.88,5.84,out,out,oppo,hit,2.37,no,,kill,kill,a
80.34,0.84,b,3.34,2.77,6.46,13.31,4.44,in,in,outside,hit,2.32,no,jump,kill,kill,b
82.44,0.37,a,7.28,8.2,8.59,13.94,3.31,out,out,outside,hit,2.19,no,float,kill,kill,a
82.31,1.83,b,7.33,6.33,12.72,16.19,5.5,in,in,outside,hit,1.21,no,float,kill,kill,b
84.22,1.12,a,,,,,,,,,,,,jump,ace,ace,b
84.78,0.6,a,3.24,3.7,11.4,14.86,6.34,in,in,outside,hit,1.96,no,jump,kill,kill,a
87.19,1.01,b,8.39,8.12,,,,,,,,,,jump,ace,ace,a
87.74,1.59,b,7.2,7.82,12.76,13.96,8.52,in,in,outside,hit,2.44,yes,jump,,,a
87.28,1.89,a,7.71,9.6,9.09,14.87,1.2,out,out,outside,off_speed,2.31,no,,,,a
87.28,2.65,b,1.39,1.52,8.19,15.23,15.13,out,out,outside,blocked,2.18,yes,,blocked,blocked,a
87.8,0.64,b,8.35,8.15,11.14,9.41,5.14,in,in,bic,hit,1.65,yes,jump,,,a
87.2,1.82,a,6.43,6.91,8.47,15.48,12.81,out,out,outside,tip,2.4,no,,kill,kill,a
90.14,1.33,b,9.22,10.15,25.55,15.19,6.05,out,out,outside,roll_shot,4.14,no,jump,,,b
88.95,2.55,a,5.82,6.12,12.6,,13.89,out,,,blocked,0.31,yes,,blocked,blocked,b
90.06,1.61,a,7.79,6.27,6.09,11.19,12.23,out,out,oppo,blocked,2.73,yes,float,,,b
90.31,2.01,a,11.99,11.64,17.09,14.21,13.19,out,out,outside,roll_shot,1.66,yes,,,,b
89.63,3.33,b,12.92,9.52,7.56,11.84,17.99,out,out,oppo,blocked,2.34,yes,,tool,tool,b
90.22,1.21,a,7.1,7.42,11.88,13.66,2.19,in,in,outside,hit,1.54,yes,float,,,b
91.16,1.32,b,2.03,3.04,8.04,14.65,1.09,out,out,outside,hit,2.71,no,,kill,kill,b
92.58,1.99,a,3.19,2.46,11.37,13.36,-0.36,in,in,quick,hit,2.55,no,jump,kill,kill,a
93.4,1.36,b,,,,,,,,,,,,tape,ace,ace,a
94.07,1.01,b,5.67,6.55,12.32,11.66,8.95,in,in,quick,hit,1.47,no,tape,kill,kill,b
94.29,-0.14,a,4.62,3.89,11.88,13.43,5.99,in,in,quick,hit,0.82,no,jump,kill,kill,a
96.49,0.75,b,6.69,6.43,2.39,15.23,23.36,out,out,outside,hit,2.76,yes,jump,tool,tool,b
96.39,0.49,a,,,,,,,,,,,,jump,serve_error,serve_error,a
98.26,1.34,b,9.1,7.74,13.6,14.94,2.15,in,in,outside,hit,1.03,no,float,kill,kill,b
98.39,0.38,a,5.8,7.8,12.25,14.9,7.51,in,in,outside,hit,0.93,no,float,kill,kill,a
100.05,1.21,b,7.97,8.02,,,16.69,out,,,blocked,0.14,yes,jump,blocked,blocked,a
101.3,1.59,b,7.63,7.22,12.92,15.33,21.44,in,in,outside,hit,1.61,no,tape,hit_error,hit_error,a
101.58,1.12,b,2.34,2.15,8.28,15.04,6.92,out,out,outside,hit,1.66,yes,jump,,,a
102.35,2.15,a,7.06,5.89,11.93,14.29,8.58,in,in,outside,hit,1.79,no,,,,a
101.37,3.4,b,8.74,7.61,,,9.42,out,,,overpass,0.32,no,,,,a
102.64,4.62,a,9.57,8.39,12.63,15.88,15.32,in,in,outside,hit,1.35,no,,kill,kill,a
104.08,1.21,b,7.43,7.79,12.1,9.68,8.65,in,in,bic,hit,1.3,no,tape,,,b
103.66,1.69,a,8.17,8.34,25.83,24.12,,out,out,bic,free_ball,2.43,no,,error,error,b
103.91,0.76,a,8.14,2.74,8.98,15.41,11.53,out,out,outside,hit,1.42,yes,float,kill,kill,a
105.0,2.67,b,3.22,2.91,13.35,15.01,7.08,in,in,outside,hit,0.97,no,jump,kill,kill,b
105.66,0.49,a,7.43,7.16,12.13,11.85,8.6,in,in,quick,hit,2.38,no,jump,,,b
105.32,3.15,b,8.85,9.19,14.25,7.79,2.55,out,out,bic,hit,0.99,no,,,,b
107.37,3.65,a,4.08,1.95,6.76,13.98,8.95,out,out,outside,blocked,1.62,yes,,blocked,blocked,b
106.87,1.2,a,3.46,2.63,11.15,15.35,20.49,in,in,outside,hit,2.25,no,jump,hit_error,hit_error,b
108.12,1.16,a,,,,,,,,,,,,jump,serve_error,serve_error,a
108.48,0.54,b,8.37,7.07,12.44,13.51,7.55,in,in,outside,hit,2.91,yes,float,,,b
109.87,0.74,a,6.75,6.23,8.13,26.8,,out,out,outside,free_ball,0.66,no,,error,error,b
109.98,1.06,a,10.62,7.97,12.69,14.48,11.07,in,in,quick,hit,0.17,yes,float,,,b
110.53,1.02,a,11.19,11.69,14.08,13.25,8.33,out,dump,dump,hit,1.95,yes,,,,b
110.07,3.04,b,7.53,8.39,13.1,6.38,9.7,in,in,d-ball,hit,2.01,no,,kill,kill,b
110.51,2.25,a,9.88,8.69,12.19,15.36,25.44,out,out,outside,blocked,2.96,yes,jump,tool,tool,a
112.2,0.9,b,2.14,3.18,12.98,12.56,22.28,in,in,quick,hit,1.14,yes,jump,tool,tool,b
111.84,0.37,a,,,,,,,,,,,,jump,serve_error,serve_error,a
113.2,1.76,b,,,,,,,,,,,,jump,serve_error,serve_error,b
114.77,1.44,a,2.9,2.87,12.94,15.4,8.6,in,out,outside,off_speed,1.39,no,jump,,,a
115.93,2.22,b,8.54,7.31,6.22,15.26,21.23,out,out,outside,hit,2.92,no,,hit_error,hit_error,a
115.53,0.84,b,7.49,7.66,12.06,14.83,20.89,in,in,outside,hit,0.79,yes,float,tool,tool,b
117.32,0.9,a,,,,,,,,,,,,jump,serve_error,serve_error,a
118.37,1.7,b,8.43,7.56,11.22,8.66,9.15,out,out,bic,blocked,2.17,yes,jump,blocked,blocked,a
119.32,1.25,b,5.33,6.92,9.99,10.09,14.39,out,out,outside,blocked,2.1,yes,jump,blocked,blocked,a
119.91,0.42,b,7.06,7.11,14.68,,13.22,in,dump,dump,tip,0.48,no,jump,,,a
119.43,1.94,a,11.71,13.14,8.0,11.73,-0.18,out,out,oppo,hit,2.11,no,,kill,kill,a
119.84,0.47,b,7.41,6.88,12.49,14.64,12.25,in,in,outside,hit,1.77,yes,jump,,,a
120.81,1.93,a,13.38,11.62,9.09,8.38,22.82,out,out,oppo,hit,0.79,yes,,tool,tool,a
122.3,0.2,b,7.99,8.1,7.19,5.86,11.7,out,out,d-ball,blocked,2.21,yes,jump,blocked,blocked,a
122.67,0.56,b,6.7,8.76,2.58,15.94,4.58,out,out,outside,hit,2.41,no,jump,kill,kill,b
124.58,2.06,a,7.14,5.66,3.26,9.92,9.67,out,out,outside,blocked,1.7,yes,float,blocked,blocked,b
125.24,0.35,a,6.84,6.25,11.78,13.27,7.21,in,in,quick,hit,1.28,no,float,,,b
124.75,2.83,b,6.15,6.44,4.65,15.02,11.94,out,out,outside,tip,1.82,no,,,,b
124.98,3.44,a,11.4,6.33,12.1,7.0,25.23,out,out,bic,free_ball,1.39,no,,hit_error,hit_error,b
125.6,0.11,a,6.53,7.66,10.33,6.04,21.97,out,out,d-ball,hit,2.51,no,float,hit_error,hit_error,b
127.18,-0.0,a,1.44,6.51,14.13,14.09,5.37,in,out,outside,tip,0.5,no,float,,,b
127.64,2.98,b,6.24,6.81,7.75,11.36,1.28,out,out,oppo,hit,2.08,no,,kill,kill,b
127.0,0.93,a,7.43,6.55,12.63,13.33,10.3,in,in,quick,hit,1.71,no,float,,,a
127.82,1.77,b,10.21,9.83,13.48,10.16,6.93,out,out,oppo,tip,1.9,no,,,,a
128.37,2.97,a,6.75,7.95,13.56,13.33,8.09,in,in,quick,blocked,1.91,yes,,,,a
129.17,4.78,a,8.17,3.46,11.97,14.3,23.75,out,out,outside,hit,1.86,yes,,kill,kill,a
128.78,2.0,b,9.2,8.42,12.7,15.22,1.8,in,in,outside,hit,2.32,yes,jump,tool,tool,b
130.22,0.39,a,2.35,2.78,13.2,9.11,8.93,in,in,quick,hit,1.67,no,jump,,,a
130.34,1.69,b,9.0,8.39,12.27,,24.21,out,dump,dump,dump,2.4,yes,,,,a
129.44,2.73,a,26.09,9.67,12.26,8.46,6.48,in,in,bic,hit,0.88,no,,kill,kill,a
131.59,0.85,b,8.37,9.29,14.09,12.23,4.33,in,in,quick,hit,0.77,yes,jump,kill,kill,b
131.91,0.87,a,,,,,,,,,,,,float,serve_error,serve_error,a
132.79,1.36,b,6.01,6.96,13.67,17.24,8.12,in,in,outside,hit,0.69,no,jump,kill,kill,b
135.0,1.1,a,4.54,4.12,13.84,14.08,5.75,in,in,quick,hit,0.33,no,jump,,,b
134.37,2.09,b,6.61,6.1,11.2,,13.09,in,in,dump,dump,0.73,no,,kill,kill,b
135.78,1.41,a,,,,,,,,,,,,jump,serve_error,serve_error,a
136.34,1.44,b,6.26,6.76,13.88,6.1,3.41,in,out,d-ball,off_speed,-0.67,no,jump,,,a
136.02,1.58,a,4.29,2.89,13.41,14.06,22.91,in,in,quick,hit,0.73,yes,,tool,tool,a
137.5,0.15,b,3.44,2.75,13.11,13.82,8.79,in,in,quick,hit,2.24,no,jump,kill,kill,b
138.85,1.71,a,2.48,2.96,12.03,13.8,14.67,in,in,outside,hit,2.29,yes,jump,,,b
137.5,3.29,b,13.64,14.01,11.85,13.91,2.24,in,in,outside,hit,1.12,no,,kill,kill,b
139.53,1.78,a,1.94,1.42,7.68,16.06,18.18,out,out,outside,roll_shot,2.05,yes,jump,,,b
138.28,1.42,b,5.98,0.95,18.28,7.7,5.84,out,out,bic,free_ball,0.05,no,,,,b
139.75,3.2,a,8.32,8.1,11.98,15.3,11.17,in,in,outside,tip,1.99,no,,,,b
138.41,4.12,b,9.76,6.02,10.55,12.86,23.37,out,out,outside,hit,3.05,yes,,tool,tool,b
139.82,-0.07,a,3.62,3.47,12.99,12.37,9.2,in,in,quick,tip,2.09,no,jump,,,a
139.39,2.23,b,9.18,9.63,12.23,8.95,5.14,in,in,bic,tip,2.31,no,,,,a
139.98,2.48,a,6.24,-0.01,9.01,15.59,19.71,out,out,outside,hit,2.61,yes,,,,a
140.55,4.01,b,18.03,1.77,14.12,14.28,22.31,in,in,outside,hit,1.42,no,,hit_error,hit_error,a
140.72,0.9,b,,,,,,,,,,,,jump,serve_error,serve_error,b
141.37,1.02,a,,,,,,,,,,,,jump,serve_error,serve_error,a
142.35,0.75,b,,,,,,,,,,,,jump,serve_error,serve_error,b
144.39,0.13,a,7.06,7.78,11.32,14.87,9.63,in,in,outside,hit,2.3,no,float,kill,kill,a
146.41,1.51,b,8.81,8.89,7.99,10.54,19.03,out,out,oppo,hit,2.26,no,,hit_error,hit_error,a
145.57,1.04,b,8.2,7.82,12.19,13.87,4.96,in,in,quick,hit,1.68,no,jump,kill,kill,b
146.17,1.74,a,3.73,4.61,12.66,13.44,8.01,in,in,quick,hit,1.23,no,jump,kill,kill,a
147.66,0.56,b,1.94,1.5,12.52,15.43,13.1,in,in,outside,hit,0.42,no,jump,kill,kill,b
148.67,1.23,a,6.28,6.56,7.87,9.6,9.67,out,out,outside,off_speed,0.91,no,jump,,,b
148.87,1.07,b,8.61,9.82,12.84,8.49,9.32,in,in,bic,hit,2.83,no,,kill,kill,b
150.58,0.38,a,1.75,3.64,,,8.2,out,,,blocked,1.09,yes,jump,blocked,blocked,b
151.66,0.27,a,0.51,2.46,7.91,14.17,3.02,out,out,outside,hit,1.52,yes,jump,,,a
151.45,1.52,b,3.86,2.36,8.58,15.42,19.7,out,out,outside,hit,2.5,no,,hit_error,hit_error,a
152.11,1.7,b,8.77,7.07,13.01,15.34,20.66,in,in,outside,hit,0.71,yes,jump,tool,tool,b
152.55,0.91,a,8.61,2.39,2.45,9.3,9.57,out,out,outside,hit,1.03,no,jump,,,b
151.83,2.17,b,9.18,8.44,15.65,6.68,6.38,out,out,d-ball,hit,2.54,no,jump,kill,kill,b
154.69,1.09,a,8.0,7.51,12.59,14.8,7.78,in,in,outside,hit,0.38,no,jump,kill,kill,a
155.13,0.5,b,1.93,2.05,10.92,,13.02,in,dump,dump,dump,2.15,no,jump,,,b
155.44,2.17,a,12.0,13.35,,,13.6,out,,,overpass,0.72,no,,,,b
154.77,4.5,b,13.45,13.58,12.71,8.91,9.26,in,in,bic,hit,0.05,no,,kill,kill,b
155.32,0.74,a,6.7,7.21,12.85,15.03,8.79,in,in,outside,hit,0.53,no,float,,,b
155.05,2.41,b,9.38,8.56,16.99,1.75,7.77,out,out,d-ball,free_ball,0.98,no,,,,b
155.55,2.44,a,7.36,8.35,13.28,7.94,19.39,in,in,bic,hit,1.47,no,,hit_error,hit_error,b
156.03,2.08,a,7.71,7.05,9.35,16.03,13.68,out,out,outside,roll_shot,2.44,no,float,,,b
157.2,2.03,b,14.54,14.48,5.72,12.09,7.76,out,out,oppo,hit,1.68,yes,,,,b
156.73,2.83,a,6.22,6.43,7.85,14.7,19.25,out,out,outside,hit,2.53,no,,hit_error,hit_error,b
158.49,1.18,a,7.64,8.12,12.59,13.33,7.85,in,in,quick,hit,1.47,no,float,kill,kill,a
158.85,1.28,b,6.74,5.59,24.64,6.55,7.23,out,out,d-ball,off_speed,1.78,no,jump,,,b
160.23,1.47,a,5.49,5.86,3.89,9.47,5.65,out,out,outside,roll_shot,2.74,no,,,,b
159.11,2.75,b,6.6,6.07,13.26,14.83,15.04,in,in,outside,hit,1.85,no,,kill,kill,b
160.22,1.28,a,3.65,3.91,12.73,13.36,7.83,in,in,quick,hit,1.75,no,jump,,,a
160.16,2.84,b,6.55,6.56,19.09,8.59,8.2,out,out,bic,free_ball,-0.41,no,,,,a
159.8,2.92,a,6.43,7.12,13.53,13.26,6.61,in,in,outside,hit,1.89,no,,kill,kill,a
161.34,1.04,b,7.49,7.91,13.1,15.19,13.6,in,in,outside,blocked,2.83,yes,float,,,a
